#time0row7[msb-lsb],time0row6[msb-lst],....,time0row0[msb-lst]#
#time1row7[msb-lsb],time1row6[msb-lst],....,time1row0[msb-lst]#
#................#
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3,4,2,0,2,0,0,0,0,4,1,0,0,0,0,
0,1,6,4,0,0,0,0,0,0,6,0,0,0,0,0,
0,2,8,5,0,0,0,6,0,0,8,0,0,0,0,0,
0,2,6,3,0,0,0,7,0,0,6,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,7,3,0,0,0,1,0,0,2,2,0,0,0,0,
0,0,7,2,0,0,0,1,0,0,3,0,0,0,0,0,
0,0,8,0,0,0,0,7,0,0,2,0,0,0,0,0,
0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,6,7,0,2,0,2,0,0,2,0,0,0,0,0,
0,4,7,7,0,0,0,1,0,0,1,0,0,0,0,0,
0,7,6,4,0,0,0,0,0,0,1,0,0,0,0,0,
0,6,4,3,0,0,0,0,0,0,2,4,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,8,3,8,0,4,0,5,0,0,2,2,0,0,0,0,
0,5,3,9,0,0,0,3,0,0,0,0,0,0,0,0,
0,4,3,7,0,0,0,1,0,0,0,1,0,0,0,0,
0,3,2,6,0,0,0,0,0,0,2,3,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
